scene,scan,name,path_rgb,path_depth,path_mask
scene_00000,scan_00000,00000_00000_indoors_090_010,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_090_010.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_090_010_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_090_010_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_110_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_110_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_110_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_110_020_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_120_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_120_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_120_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_120_020_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_120_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_120_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_120_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_120_050_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_130_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_130_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_130_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_130_050_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_140_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_140_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_140_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_140_020_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_140_030,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_140_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_140_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_140_030_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_150_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_150_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_150_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_150_000_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_160_030,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_160_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_160_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_160_030_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_160_040,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_160_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_160_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_160_040_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_170_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_170_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_170_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_170_000_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_170_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_170_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_170_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_170_020_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_180_010,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_180_010.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_180_010_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_180_010_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_180_030,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_180_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_180_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_180_030_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_190_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_190_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_190_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_190_050_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_200_040,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_200_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_200_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_200_040_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_220_030,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_220_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_220_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_220_030_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_220_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_220_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_220_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_220_050_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_240_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_240_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_240_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_240_020_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_240_040,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_240_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_240_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_240_040_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_260_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_260_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_260_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_260_020_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_260_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_260_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_260_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_260_050_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_270_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_270_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_270_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_270_000_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_270_010,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_270_010.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_270_010_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_270_010_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_270_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_270_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_270_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_270_050_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_280_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_280_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_280_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_280_000_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_280_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_280_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_280_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_280_050_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_290_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_290_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_290_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_290_000_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_320_010,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_320_010.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_320_010_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_320_010_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_320_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_320_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_320_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_320_020_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_320_040,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_320_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_320_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_320_040_depth_mask.npy
scene_00000,scan_00000,00000_00000_indoors_340_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_340_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_340_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00000/00000_00000_indoors_340_000_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_010_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_010_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_010_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_010_050_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_030_030,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_030_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_030_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_030_030_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_050_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_050_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_050_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_050_050_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_060_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_060_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_060_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_060_000_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_060_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_060_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_060_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_060_020_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_060_030,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_060_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_060_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_060_030_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_070_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_070_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_070_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_070_020_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_070_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_070_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_070_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_070_050_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_080_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_080_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_080_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_080_020_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_080_030,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_080_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_080_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_080_030_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_090_040,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_090_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_090_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_090_040_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_100_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_100_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_100_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_100_000_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_100_010,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_100_010.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_100_010_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_100_010_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_100_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_100_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_100_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_100_020_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_110_030,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_110_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_110_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_110_030_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_130_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_130_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_130_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_130_000_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_140_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_140_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_140_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_140_020_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_140_030,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_140_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_140_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_140_030_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_150_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_150_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_150_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_150_000_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_160_010,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_160_010.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_160_010_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_160_010_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_160_040,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_160_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_160_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_160_040_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_170_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_170_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_170_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_170_000_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_170_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_170_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_170_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_170_050_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_180_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_180_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_180_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_180_050_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_200_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_200_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_200_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_200_000_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_210_040,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_210_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_210_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_210_040_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_220_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_220_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_220_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_220_000_depth_mask.npy
scene_00000,scan_00001,00000_00001_indoors_220_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_220_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_220_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00001/00000_00001_indoors_220_050_depth_mask.npy
